pagina,numero_token_originali,numero_nodi_grafo,numero_archi_grafo,gradi_dei_nodi,coefficiente_clustering_medio,lunghezza_media_cammino_minimo
134,231,231,236,"[0, 0, 0, 0, 10, 7, 0, 0, 10, 1, 2, 7, 0, 0, 0, 0, 0, 0, 10, 0, 2, 3, 2, 1, 0, 0, 0, 1, 1, 2, 2, 0, 0, 5, 0, 0, 0, 0, 0, 10, 7, 0, 0, 10, 2, 2, 1, 0, 0, 0, 1, 1, 2, 7, 0, 0, 3, 0, 3, 6, 0, 10, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 6, 0, 0, 2, 4, 11, 0, 3, 0, 1, 2, 10, 1, 7, 1, 0, 0, 2, 2, 1, 3, 2, 1, 4, 1, 11, 2, 1, 0, 1, 1, 0, 3, 2, 7, 11, 0, 0, 2, 10, 1, 0, 0, 4, 0, 1, 3, 2, 1, 4, 1, 4, 2, 1, 0, 3, 0, 1, 1, 7, 1, 1, 7, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 2, 0, 7, 0, 1, 7, 0, 0, 0, 3, 0, 10, 0, 0, 4, 7, 0, 6, 0, 0, 0, 0, 0, 0, 2, 6, 0, 1, 2, 7, 1, 2, 0, 10, 1, 2, 2, 1, 3, 1, 0, 1, 0, 4, 0, 3, 0, 3, 3, 0, 7, 2, 0, 0, 2, 1, 0, 1, 0, 0, 0, 3, 0, 3, 2, 7, 1, 0, 1, 2, 3, 1, 2, 2, 1, 5, 1, 1, 2, 0, 10, 0, 0, 0, 0, 0]",0.3784224433575083,1.5934065934065933
135,206,206,143,"[1, 0, 2, 0, 6, 0, 0, 0, 5, 0, 2, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 0, 1, 5, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 2, 2, 5, 6, 1, 2, 1, 1, 0, 0, 1, 5, 1, 3, 5, 5, 0, 0, 0, 0, 1, 1, 0, 1, 6, 0, 0, 0, 0, 0, 5, 1, 0, 0, 4, 5, 0, 6, 1, 0, 3, 0, 0, 6, 1, 0, 2, 1, 1, 0, 2, 0, 0, 1, 5, 0, 0, 1, 0, 2, 6, 2, 2, 0, 0, 3, 5, 0, 2, 0, 0, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 6, 0, 0, 1, 1, 0, 0, 6, 6, 6, 1, 0, 0, 5, 0, 1, 5, 2, 0, 2, 1, 0, 0, 6, 3, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 3, 1, 2, 3, 0, 0, 0, 0, 3, 3, 1, 2, 2, 2, 2, 0, 0, 2, 0, 0, 0, 2, 6, 3, 5, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 3, 6, 0, 0, 0, 0]",0.3035598705501618,1.0
136,131,131,77,"[0, 0, 1, 0, 6, 0, 0, 0, 1, 2, 0, 2, 1, 5, 3, 0, 4, 0, 3, 0, 2, 6, 4, 0, 1, 3, 0, 2, 5, 6, 0, 0, 0, 0, 6, 0, 0, 2, 1, 2, 1, 1, 1, 0, 1, 0, 2, 2, 2, 1, 2, 1, 2, 0, 2, 0, 2, 5, 6, 0, 2, 0, 0, 3, 0, 0, 0, 0, 2, 1, 0, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 6, 0, 6, 0, 0, 2, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 2, 0, 6, 1, 0, 1, 1, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.26615776081424936,1.6944444444444444
137,269,269,289,"[0, 6, 1, 0, 0, 1, 2, 2, 5, 1, 10, 10, 2, 10, 1, 5, 0, 1, 2, 0, 2, 10, 0, 2, 2, 2, 6, 0, 5, 0, 8, 10, 0, 0, 6, 0, 1, 4, 10, 0, 2, 1, 0, 2, 2, 10, 0, 8, 6, 0, 0, 0, 0, 4, 2, 1, 0, 0, 0, 1, 0, 1, 4, 4, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 8, 0, 0, 0, 8, 10, 0, 0, 3, 0, 0, 0, 2, 2, 5, 5, 1, 5, 0, 1, 0, 0, 10, 0, 0, 0, 1, 2, 0, 10, 5, 0, 0, 0, 0, 1, 0, 2, 0, 0, 10, 0, 5, 0, 0, 0, 0, 0, 8, 10, 0, 10, 1, 10, 0, 6, 0, 0, 0, 0, 2, 1, 1, 0, 4, 2, 2, 0, 6, 0, 1, 1, 0, 5, 1, 5, 0, 0, 4, 2, 0, 0, 1, 10, 10, 2, 10, 1, 10, 0, 10, 0, 5, 1, 2, 0, 5, 5, 0, 1, 2, 1, 0, 8, 3, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 5, 0, 0, 4, 1, 2, 2, 1, 0, 0, 4, 1, 10, 0, 0, 0, 0, 0, 10, 1, 0, 1, 8, 6, 1, 2, 5, 5, 0, 0, 1, 0, 8, 0, 8, 0, 0, 1, 0, 4, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 5, 0, 0, 0, 3, 0, 10, 4, 0, 0, 0, 0]",0.36059479553903345,1.0
138,251,251,387,"[0, 0, 0, 0, 9, 6, 0, 0, 1, 0, 19, 1, 1, 12, 1, 0, 4, 0, 4, 4, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 1, 1, 9, 13, 0, 8, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 9, 1, 0, 1, 0, 1, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 7, 0, 9, 6, 13, 1, 1, 1, 2, 1, 7, 6, 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 1, 1, 0, 0, 3, 12, 0, 3, 3, 9, 3, 9, 6, 9, 6, 0, 0, 0, 9, 0, 9, 1, 12, 3, 1, 3, 9, 3, 9, 6, 9, 11, 12, 6, 3, 1, 0, 13, 0, 1, 11, 12, 6, 3, 12, 0, 0, 0, 2, 0, 7, 2, 0, 1, 0, 2, 12, 0, 0, 0, 0, 9, 0, 3, 0, 1, 9, 1, 1, 0, 6, 0, 0, 0, 0, 0, 1, 3, 9, 6, 13, 9, 1, 2, 1, 1, 12, 6, 3, 12, 3, 7, 0, 0, 0, 12, 0, 2, 12, 6, 0, 0, 0, 12, 0, 0, 7, 0, 2, 0, 0, 1, 1, 1, 0, 9, 1, 1, 4, 1, 0, 12, 3, 1, 0, 0, 9, 1, 2, 0, 1, 2, 6, 2, 0, 0, 1, 13, 3, 1, 0, 9, 3, 1, 0, 6, 0, 8, 19, 2, 0, 0, 7, 13, 1, 1, 0, 0, 0, 0]",0.3851939398175507,1.5974025974025974
139,286,286,339,"[0, 1, 0, 0, 0, 0, 0, 5, 0, 7, 0, 4, 0, 0, 0, 11, 0, 1, 4, 2, 1, 1, 4, 1, 12, 5, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 5, 11, 0, 0, 1, 0, 12, 0, 12, 3, 0, 0, 1, 7, 1, 1, 1, 0, 0, 6, 12, 5, 0, 0, 1, 4, 2, 12, 0, 0, 5, 0, 0, 12, 0, 0, 4, 3, 0, 1, 0, 2, 0, 4, 2, 4, 1, 1, 12, 5, 12, 11, 1, 0, 20, 0, 0, 0, 1, 4, 0, 0, 0, 5, 0, 12, 5, 2, 12, 2, 1, 0, 7, 6, 0, 1, 1, 0, 7, 6, 0, 4, 5, 2, 11, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 4, 0, 1, 1, 0, 0, 6, 0, 0, 0, 0, 12, 0, 1, 0, 0, 7, 11, 0, 0, 12, 1, 4, 4, 4, 4, 0, 1, 6, 1, 0, 2, 1, 0, 4, 2, 0, 7, 0, 0, 0, 0, 1, 2, 1, 1, 3, 3, 0, 3, 1, 3, 2, 1, 2, 0, 1, 20, 1, 0, 20, 1, 1, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 3, 0, 12, 0, 6, 0, 6, 0, 0, 0, 0, 0, 12, 0, 6, 0, 2, 3, 0, 3, 0, 1, 0, 0, 3, 3, 0, 0, 12, 3, 1, 1, 0, 2, 0, 0, 12, 0, 2, 2, 3, 1, 6, 0, 0, 2, 6, 0, 2, 0, 6, 0, 1, 2, 0, 0, 0, 7, 0, 0, 1, 0, 12, 2, 0, 0, 0, 0]",0.33223698151927816,1.8333333333333333
140,261,261,243,"[0, 0, 3, 0, 15, 1, 0, 0, 15, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 4, 2, 2, 0, 1, 0, 1, 0, 0, 1, 4, 0, 0, 1, 4, 0, 0, 0, 0, 3, 1, 3, 1, 1, 2, 15, 2, 15, 1, 15, 1, 15, 4, 5, 0, 2, 0, 6, 0, 0, 1, 6, 0, 15, 0, 0, 4, 1, 3, 1, 0, 6, 1, 0, 0, 1, 4, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 15, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 2, 0, 3, 0, 0, 4, 0, 1, 1, 0, 1, 0, 0, 3, 0, 0, 0, 15, 0, 1, 2, 0, 0, 0, 0, 3, 1, 0, 4, 0, 15, 0, 1, 0, 0, 0, 4, 1, 3, 2, 0, 0, 3, 1, 15, 0, 1, 0, 15, 0, 0, 3, 0, 15, 4, 5, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 2, 1, 1, 0, 1, 1, 1, 1, 7, 0, 15, 0, 1, 0, 1, 3, 2, 0, 1, 2, 0, 2, 0, 2, 0, 0, 7, 0, 0, 15, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 1, 0, 6, 0, 0, 2, 1, 0, 0, 3, 3, 1, 0, 1, 0, 6, 0, 0, 0, 3, 0, 15, 0, 0, 0, 2, 0, 4, 3, 2, 0, 0, 0, 0, 0]",0.27991242474001093,1.0
141,256,256,163,"[6, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 2, 1, 0, 2, 3, 1, 2, 0, 0, 1, 0, 9, 2, 0, 2, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 0, 0, 0, 4, 9, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 2, 6, 0, 6, 0, 9, 0, 1, 2, 0, 0, 2, 0, 0, 3, 2, 0, 0, 0, 9, 0, 0, 0, 0, 6, 0, 0, 2, 0, 2, 0, 2, 2, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 9, 0, 0, 0, 0, 6, 9, 0, 0, 2, 0, 0, 0, 3, 2, 0, 0, 2, 1, 1, 9, 1, 3, 3, 0, 0, 3, 6, 0, 0, 0, 0, 1, 1, 1, 4, 9, 1, 3, 0, 0, 3, 0, 0, 1, 1, 0, 2, 3, 1, 6, 2, 1, 0, 0, 0, 2, 4, 0, 3, 1, 1, 1, 3, 0, 9, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 3, 6, 2, 0, 2, 1, 4, 1, 1, 0, 0, 2, 6, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0]",0.2852864583333333,1.0
142,254,254,307,"[0, 0, 0, 0, 11, 4, 2, 0, 3, 2, 0, 1, 11, 1, 0, 7, 0, 11, 1, 0, 1, 4, 4, 0, 3, 0, 0, 11, 1, 7, 4, 1, 4, 4, 1, 11, 4, 0, 1, 4, 2, 0, 1, 11, 1, 1, 2, 7, 1, 6, 0, 1, 7, 4, 11, 0, 0, 11, 0, 7, 0, 0, 7, 1, 11, 0, 0, 1, 11, 1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 11, 2, 2, 0, 11, 0, 6, 0, 0, 0, 3, 0, 3, 11, 1, 4, 0, 11, 4, 7, 0, 1, 0, 7, 7, 0, 4, 0, 1, 6, 1, 3, 0, 4, 0, 0, 2, 2, 2, 0, 0, 7, 2, 1, 2, 0, 1, 2, 11, 2, 2, 7, 0, 0, 2, 11, 0, 1, 1, 4, 0, 0, 0, 11, 0, 4, 1, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1, 2, 2, 11, 0, 0, 3, 0, 2, 0, 7, 1, 0, 0, 0, 0, 6, 1, 0, 1, 3, 0, 3, 1, 0, 6, 0, 7, 2, 2, 11, 1, 1, 0, 1, 0, 1, 6, 0, 0, 0, 0, 4, 7, 1, 3, 0, 3, 0, 0, 0, 0, 0, 4, 0, 1, 11, 1, 1, 0, 0, 7, 0, 11, 0, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 11, 11, 0, 6, 1, 0, 0, 0, 0, 0]",0.3700787401574803,1.0
143,273,273,290,"[2, 3, 0, 8, 2, 1, 2, 0, 4, 0, 7, 0, 1, 1, 6, 10, 0, 3, 0, 6, 8, 0, 3, 0, 4, 0, 0, 1, 3, 0, 3, 4, 7, 0, 0, 1, 1, 0, 7, 0, 0, 0, 1, 3, 0, 10, 1, 10, 3, 4, 0, 8, 0, 2, 0, 0, 3, 1, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0, 3, 4, 2, 1, 1, 0, 4, 0, 1, 6, 1, 0, 3, 1, 4, 7, 1, 0, 1, 2, 0, 7, 0, 0, 0, 0, 3, 0, 1, 1, 4, 1, 0, 7, 0, 3, 1, 4, 0, 0, 1, 0, 4, 3, 0, 4, 0, 0, 0, 0, 0, 4, 3, 0, 2, 4, 1, 3, 1, 1, 2, 1, 0, 0, 1, 3, 0, 10, 4, 1, 10, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 10, 4, 4, 0, 1, 6, 4, 2, 2, 7, 1, 0, 10, 1, 0, 10, 1, 0, 0, 2, 1, 0, 0, 0, 6, 4, 2, 0, 2, 4, 0, 8, 0, 3, 10, 1, 2, 3, 0, 1, 7, 1, 0, 1, 0, 6, 0, 0, 0, 3, 4, 2, 1, 3, 0, 0, 0, 3, 4, 1, 0, 4, 1, 1, 0, 10, 0, 10, 3, 2, 3, 1, 7, 1, 0, 1, 7, 0, 4, 2, 1, 0, 1, 0, 0, 1, 0, 1, 1, 6, 1, 1, 1, 4, 1, 1, 3, 4, 8, 2, 2, 0, 6, 0, 8, 2, 1, 0, 1, 8, 2, 2, 0, 0, 0, 1, 0, 7, 3, 0, 0, 0, 0]",0.38350776207919063,2.0303030303030303
144,127,127,69,"[0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 3, 6, 0, 2, 0, 0, 4, 1, 0, 0, 2, 1, 0, 0, 4, 6, 1, 0, 0, 0, 0, 0, 6, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 2, 0, 1, 1, 1, 3, 4, 0, 1, 4, 1, 4, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 6, 1, 0, 0, 0, 1, 1, 4, 1, 0, 0, 0, 0, 1, 0, 4, 6, 1, 0, 0, 6, 0, 1, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0]",0.2125984251968504,1.0
145,249,249,217,"[7, 2, 1, 3, 1, 0, 0, 0, 0, 0, 5, 7, 2, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 6, 5, 0, 0, 4, 6, 1, 2, 0, 0, 0, 0, 0, 1, 6, 0, 2, 5, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 6, 0, 0, 1, 0, 0, 0, 0, 6, 0, 2, 6, 0, 0, 0, 0, 0, 1, 7, 1, 2, 2, 2, 0, 0, 1, 0, 1, 1, 4, 0, 0, 9, 5, 5, 0, 1, 1, 1, 1, 4, 5, 7, 0, 3, 0, 2, 0, 0, 1, 1, 7, 9, 1, 6, 2, 0, 9, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 1, 1, 0, 0, 0, 2, 1, 6, 5, 3, 0, 2, 1, 3, 0, 1, 5, 0, 3, 2, 6, 7, 0, 1, 3, 0, 0, 1, 9, 1, 9, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 2, 0, 1, 3, 1, 1, 0, 5, 5, 1, 0, 1, 4, 0, 0, 5, 7, 9, 1, 0, 0, 1, 4, 1, 3, 6, 3, 0, 1, 9, 0, 0, 0, 7, 0, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 1, 1, 0, 0, 0, 6, 0, 0, 1, 1, 3, 0, 6, 0, 1, 0, 0, 1, 1, 0, 9, 0, 0, 0, 0, 9, 7, 0, 0, 0, 0]",0.3161216293746414,1.0
146,307,307,418,"[0, 0, 2, 0, 13, 3, 1, 7, 0, 1, 1, 0, 0, 3, 0, 0, 0, 5, 1, 0, 0, 2, 3, 1, 0, 2, 11, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 1, 11, 3, 13, 0, 2, 1, 0, 7, 9, 0, 1, 8, 1, 13, 0, 11, 0, 2, 6, 3, 1, 1, 1, 1, 1, 8, 5, 4, 7, 1, 0, 0, 13, 1, 4, 0, 0, 0, 0, 0, 0, 13, 0, 11, 0, 0, 0, 9, 0, 0, 6, 11, 2, 2, 6, 13, 0, 2, 6, 13, 0, 0, 0, 0, 0, 4, 9, 3, 0, 0, 1, 5, 0, 0, 0, 8, 7, 0, 1, 1, 2, 0, 1, 0, 0, 1, 2, 1, 3, 0, 1, 13, 8, 0, 0, 3, 0, 1, 0, 6, 0, 13, 0, 13, 9, 11, 1, 0, 11, 1, 0, 13, 0, 7, 8, 0, 0, 1, 0, 6, 0, 8, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 3, 1, 8, 0, 5, 0, 0, 1, 11, 2, 2, 9, 0, 1, 2, 9, 5, 3, 1, 3, 0, 5, 0, 1, 1, 1, 0, 9, 0, 0, 0, 1, 1, 17, 9, 5, 3, 2, 9, 5, 0, 4, 1, 2, 7, 1, 1, 11, 0, 11, 2, 1, 3, 1, 0, 0, 0, 0, 1, 4, 1, 0, 0, 2, 1, 0, 2, 1, 1, 1, 6, 3, 1, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 3, 3, 0, 1, 0, 1, 2, 1, 0, 0, 0, 3, 9, 5, 0, 0, 6, 3, 0, 4, 0, 7, 1, 0, 11, 2, 2, 1, 0, 5, 0, 13, 2, 11, 0, 1, 0, 13, 0, 6, 0, 1, 0, 3, 2, 13, 0, 1, 0, 2, 0, 0, 0, 0]",0.3906454438452906,2.148550724637681
147,304,304,375,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 10, 2, 7, 3, 2, 10, 0, 0, 10, 0, 0, 1, 0, 0, 0, 9, 0, 4, 0, 1, 1, 3, 4, 7, 1, 0, 5, 0, 0, 1, 0, 6, 0, 0, 3, 2, 1, 4, 3, 2, 3, 3, 3, 0, 0, 0, 11, 0, 1, 1, 6, 0, 2, 1, 0, 2, 9, 10, 0, 2, 0, 0, 5, 0, 6, 0, 11, 0, 0, 1, 0, 0, 4, 4, 0, 0, 11, 3, 0, 0, 0, 4, 2, 0, 0, 3, 4, 9, 0, 9, 0, 3, 0, 5, 0, 9, 3, 0, 1, 1, 3, 0, 4, 7, 5, 4, 1, 0, 7, 5, 4, 4, 0, 7, 4, 1, 10, 0, 7, 10, 0, 0, 0, 7, 10, 0, 0, 2, 0, 1, 1, 0, 0, 4, 1, 0, 0, 9, 1, 0, 0, 11, 4, 10, 1, 0, 0, 6, 0, 1, 4, 0, 0, 0, 0, 11, 7, 1, 0, 11, 1, 4, 0, 0, 0, 11, 0, 12, 1, 4, 0, 0, 11, 0, 6, 0, 12, 1, 11, 2, 2, 10, 0, 2, 1, 1, 4, 1, 0, 0, 0, 0, 0, 9, 2, 3, 4, 0, 11, 4, 0, 0, 0, 2, 9, 5, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 3, 0, 1, 3, 0, 2, 19, 2, 0, 2, 0, 1, 11, 2, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 4, 3, 1, 9, 4, 2, 7, 0, 1, 3, 3, 0, 0, 0, 0, 0, 5, 2, 1, 0, 7, 6, 0, 7, 6, 0, 1, 0, 6, 0, 0, 0, 0, 0, 2, 5, 1, 0, 0, 1, 0, 11, 1, 0, 0, 0, 0]",0.3925237735487043,2.0953846153846154
148,273,273,330,"[0, 0, 1, 0, 13, 3, 1, 1, 4, 0, 3, 0, 9, 3, 0, 3, 2, 9, 0, 0, 2, 2, 0, 2, 0, 0, 1, 3, 1, 0, 2, 0, 9, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9, 1, 0, 1, 0, 1, 2, 0, 1, 0, 13, 1, 1, 3, 1, 3, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 3, 9, 0, 0, 0, 5, 1, 1, 1, 1, 2, 0, 0, 0, 1, 2, 1, 1, 1, 1, 2, 3, 1, 13, 4, 0, 3, 1, 9, 0, 0, 13, 2, 0, 5, 1, 0, 0, 9, 0, 0, 0, 1, 3, 1, 1, 1, 2, 3, 1, 13, 9, 0, 13, 1, 1, 3, 1, 3, 1, 0, 13, 2, 0, 0, 9, 5, 9, 1, 2, 0, 2, 2, 4, 9, 1, 2, 5, 0, 3, 0, 2, 5, 1, 8, 0, 0, 1, 1, 9, 1, 9, 13, 4, 5, 4, 1, 0, 0, 1, 1, 5, 0, 0, 1, 9, 0, 5, 0, 13, 0, 9, 3, 1, 0, 0, 3, 5, 1, 2, 1, 0, 1, 9, 0, 13, 0, 3, 1, 5, 0, 0, 1, 4, 1, 9, 1, 2, 0, 5, 0, 13, 0, 2, 1, 3, 0, 2, 2, 9, 4, 0, 2, 3, 13, 0, 2, 1, 13, 0, 0, 1, 0, 0, 0, 0, 2, 3, 1, 1, 2, 9, 1, 0, 0, 9, 1, 3, 0, 2, 1, 0, 0, 0, 0, 2, 3, 0, 1, 1, 3, 1, 1, 3, 1, 13, 0, 0, 0, 0, 0]",0.37564102564102564,1.0
149,262,262,296,"[10, 0, 2, 0, 0, 0, 5, 1, 0, 0, 4, 2, 0, 1, 1, 0, 2, 0, 1, 1, 0, 1, 9, 0, 0, 10, 0, 1, 2, 5, 8, 1, 1, 2, 9, 0, 0, 0, 10, 0, 4, 1, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6, 2, 0, 6, 2, 4, 1, 3, 1, 3, 1, 1, 1, 0, 3, 0, 1, 4, 0, 4, 4, 6, 2, 0, 4, 8, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 5, 0, 1, 1, 7, 0, 0, 1, 6, 0, 10, 10, 0, 1, 0, 10, 2, 1, 0, 0, 1, 1, 1, 0, 1, 1, 5, 8, 0, 10, 9, 0, 1, 7, 4, 1, 0, 8, 0, 7, 0, 0, 5, 6, 1, 0, 1, 5, 6, 1, 0, 0, 0, 7, 6, 5, 6, 2, 0, 7, 0, 5, 6, 2, 0, 10, 0, 0, 0, 0, 7, 5, 6, 0, 1, 5, 0, 1, 4, 1, 0, 0, 7, 3, 0, 4, 0, 2, 2, 2, 2, 0, 9, 0, 10, 0, 2, 4, 0, 5, 1, 2, 8, 0, 0, 0, 1, 0, 6, 2, 0, 0, 4, 0, 2, 1, 1, 0, 0, 4, 0, 5, 6, 5, 1, 1, 5, 6, 1, 5, 0, 0, 2, 0, 5, 1, 0, 2, 2, 0, 1, 0, 10, 0, 5, 0, 5, 1, 1, 5, 1, 0, 4, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 5, 0, 10, 7, 0, 0, 0, 0]",0.37981340118744694,1.0
150,269,269,359,"[0, 0, 0, 0, 7, 3, 0, 1, 0, 3, 3, 0, 0, 7, 0, 2, 1, 2, 0, 6, 1, 3, 0, 0, 13, 2, 2, 8, 1, 6, 14, 0, 1, 1, 0, 1, 1, 1, 3, 0, 0, 7, 0, 3, 8, 7, 3, 2, 0, 0, 14, 1, 1, 7, 0, 0, 0, 0, 6, 7, 0, 0, 2, 0, 0, 6, 0, 13, 0, 0, 0, 0, 7, 4, 6, 4, 0, 1, 0, 0, 0, 0, 7, 1, 0, 0, 13, 2, 0, 3, 0, 1, 1, 1, 8, 0, 0, 14, 0, 0, 0, 0, 2, 1, 1, 1, 14, 1, 2, 0, 2, 2, 0, 5, 0, 1, 0, 14, 1, 3, 0, 3, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 8, 5, 0, 3, 0, 3, 0, 7, 1, 0, 6, 0, 1, 2, 0, 4, 0, 1, 1, 0, 4, 0, 0, 0, 1, 2, 6, 1, 7, 14, 0, 0, 1, 0, 14, 1, 0, 0, 2, 6, 1, 3, 3, 0, 7, 0, 0, 1, 14, 0, 1, 2, 3, 0, 0, 0, 0, 2, 3, 2, 7, 1, 2, 1, 1, 1, 2, 0, 0, 0, 0, 14, 2, 2, 3, 13, 0, 14, 3, 7, 0, 0, 3, 2, 7, 3, 4, 1, 13, 2, 7, 2, 31, 1, 2, 1, 0, 1, 2, 6, 1, 3, 14, 2, 1, 1, 1, 1, 1, 14, 2, 1, 1, 0, 1, 14, 0, 1, 2, 0, 1, 3, 0, 3, 14, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.38292835597068714,2.0121457489878543
151,191,191,195,"[1, 5, 6, 4, 2, 2, 4, 7, 0, 2, 4, 5, 4, 2, 2, 0, 5, 3, 2, 5, 0, 3, 0, 0, 1, 0, 6, 0, 0, 0, 1, 0, 3, 0, 1, 1, 0, 6, 1, 0, 4, 7, 2, 0, 0, 0, 4, 5, 3, 1, 1, 0, 1, 0, 0, 0, 1, 5, 4, 1, 8, 0, 5, 4, 1, 0, 0, 0, 1, 3, 0, 1, 0, 0, 6, 1, 0, 0, 4, 5, 7, 0, 6, 5, 0, 0, 3, 0, 8, 0, 0, 0, 0, 3, 0, 0, 0, 6, 0, 1, 1, 0, 0, 0, 7, 8, 0, 3, 3, 3, 0, 8, 0, 0, 0, 1, 4, 1, 0, 3, 3, 4, 7, 1, 1, 0, 0, 8, 0, 6, 0, 1, 0, 5, 0, 8, 2, 2, 4, 1, 0, 2, 0, 0, 5, 0, 6, 0, 1, 0, 3, 1, 8, 3, 0, 0, 1, 5, 0, 0, 0, 8, 0, 0, 7, 1, 3, 1, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 1, 4, 0, 0, 1, 0, 8, 7, 0, 0, 0, 0]",0.3808027923211169,1.0
